Wall time,Step,Value
1611868063.495412,1,39.0
1611868155.8392904,2,36.599998474121094
1611868245.5389895,3,39.79999923706055
1611868335.4493818,4,39.0
1611868425.3904068,5,35.20000076293945
1611868515.1337254,6,36.0
1611868605.0838223,7,35.79999923706055
1611868694.7061834,8,36.79999923706055
1611869122.8325462,9,32.599998474121094
1611869530.615115,10,35.0
1611869942.9382656,11,30.399999618530273
1611870358.088259,12,30.200000762939453
1611870766.2733104,13,29.600000381469727
1611871174.5314372,14,29.5
1611871583.2975845,15,31.100000381469727
1611871990.0437198,16,30.100000381469727
1611872465.6180198,17,31.66666603088379
1611872920.034628,18,30.0
1611873372.5482557,19,28.933332443237305
1611873825.1889098,20,27.133333206176758
1611874279.3123672,21,30.0
1611874734.2159412,22,28.600000381469727
1611875187.4869711,23,28.0
1611875640.7845347,24,27.799999237060547
1611876243.6573546,25,29.049999237060547
1611876814.002494,26,27.850000381469727
1611877385.5168765,27,26.0
1611877957.15289,28,26.700000762939453
1611878527.965962,29,26.649999618530273
1611879099.9007473,30,25.399999618530273
1611879669.8054416,31,24.399999618530273
1611880236.7143626,32,25.049999237060547
1611881010.4424255,33,30.360000610351562
1611881743.3905318,34,31.079999923706055
1611882475.7343726,35,33.79999923706055
1611883206.4827843,36,32.84000015258789
1611883936.6238701,37,32.68000030517578
1611884670.5204089,38,31.280000686645508
1611885401.6684868,39,31.520000457763672
1611886134.3869321,40,32.68000030517578
1611886920.9617817,41,29.16666603088379
1611887658.1531284,42,29.066667556762695
1611888390.4043674,43,29.766666412353516
1611889128.0931633,44,27.899999618530273
1611889868.8516874,45,28.600000381469727
1611890606.7399218,46,27.399999618530273
1611891343.328751,47,28.433332443237305
1611892074.537043,48,29.03333282470703
1611892874.1534047,49,27.77142906188965
1611893620.3207188,50,28.714284896850586
1611894363.8031917,51,27.257143020629883
1611895108.0701852,52,27.457143783569336
1611895852.450508,53,25.77142906188965
1611896597.0429263,54,26.171428680419922
1611897340.2146187,55,26.828571319580078
1611898084.181306,56,25.628570556640625
1611898899.320926,57,26.100000381469727
1611899638.367137,58,26.649999618530273
1611900392.6134062,59,27.075000762939453
1611901144.8599126,60,27.725000381469727
1611901885.7900264,61,26.924999237060547
1611902638.0639398,62,26.950000762939453
1611903392.9356015,63,22.899999618530273
1611904144.0894198,64,26.899999618530273
1611904971.7292798,65,25.422222137451172
1611905729.9989939,66,23.44444465637207
1611906488.967794,67,22.822221755981445
1611907246.9121845,68,24.44444465637207
1611908006.3246064,69,23.22222137451172
1611908763.6119845,70,24.155555725097656
1611909523.5093076,71,25.622222900390625
1611910281.6491084,72,23.22222137451172
1611911123.7363718,73,25.18000030517578
1611911889.274245,74,25.3799991607666
1611912646.545468,75,25.559999465942383
1611913413.2941947,76,28.040000915527344
1611914169.1936467,77,26.0
1611914936.7485867,78,27.860000610351562
