Wall time,Step,Value
1610743684.129378,1,44.599998474121094
1610743777.2999012,2,40.599998474121094
1610743870.0604641,3,53.0
1610743963.814171,4,53.20000076293945
1610744032.9161854,5,57.0
1610744126.4764044,6,55.20000076293945
1610744219.6178036,7,58.20000076293945
1610744313.4501288,8,59.79999923706055
1610744471.6478405,9,54.599998474121094
1610744615.0483563,10,57.29999923706055
1610744758.428176,11,58.79999923706055
1610744902.153324,12,56.5
1610745045.6309462,13,60.70000076293945
1610745189.42357,14,63.0
1610745333.3008046,15,62.0
1610745477.085037,16,61.599998474121094
1610745659.1123135,17,61.93333435058594
1610745988.4257307,18,60.733333587646484
1610746148.4825885,19,62.66666793823242
1610746232.4568143,20,60.400001525878906
1610746393.3946517,21,59.93333435058594
1610746553.2720559,22,59.599998474121094
1610746713.8915935,23,60.599998474121094
1610746873.2655613,24,60.53333282470703
1610747062.5276828,25,61.04999923706055
1610747223.112356,26,61.5
1610747383.1248338,27,62.650001525878906
1610747543.7682464,28,62.5
1610747704.5561492,29,61.20000076293945
1610747864.9602022,30,60.150001525878906
1610748025.3992198,31,60.349998474121094
1610748185.6228845,32,60.599998474121094
1610748403.5868232,33,63.0
1610748587.1372182,34,64.23999786376953
1610748770.1178505,35,63.720001220703125
1610748952.7156632,36,64.91999816894531
1610749135.7791183,37,64.23999786376953
1610749317.3792033,38,63.84000015258789
1610749499.3656793,39,64.19999694824219
1610749680.463514,40,65.04000091552734
1610749912.821569,41,64.36666870117188
1610750100.0749934,42,63.099998474121094
1610750290.0073147,43,66.0
1610750477.3239145,44,63.33333206176758
1610750662.3609283,45,63.099998474121094
1610750851.534915,46,63.86666488647461
1610751041.442773,47,64.4000015258789
1610751230.5180204,48,62.96666717529297
1610751478.3990107,49,58.28571319580078
1610751675.2173908,50,59.228572845458984
1610751871.8846035,51,58.228572845458984
1610752070.850864,52,58.82857131958008
1610752225.6821983,53,58.57143020629883
1610752416.1479654,54,61.17142868041992
1610752612.6075826,55,59.371429443359375
1610752809.624515,56,58.88571548461914
1610753071.584024,57,61.900001525878906
1610753263.919068,58,62.775001525878906
1610753467.11834,59,63.54999923706055
1610753671.3379276,60,61.67499923706055
1610753872.020556,61,61.95000076293945
1610754075.3482938,62,61.17499923706055
1610754279.0678506,63,60.775001525878906
1610754473.4928124,64,62.04999923706055
1610754745.0977192,65,64.02222442626953
1610754956.635828,66,61.71111297607422
1610755161.7238135,67,62.93333435058594
1610755427.226607,68,61.20000076293945
1610755644.7176888,69,59.0444450378418
1610755857.851673,70,60.88888931274414
1610756069.239284,71,61.20000076293945
1610756277.2351258,72,61.0
1610756566.8347566,73,63.34000015258789
1610756782.8475447,74,63.81999969482422
1610756998.6729584,75,62.34000015258789
1610757215.7284927,76,64.86000061035156
1610757427.5155694,77,64.63999938964844
1610757657.9936655,78,64.0
1610757879.2722273,79,64.27999877929688
1610758095.6664782,80,63.08000183105469
1610758401.8421488,81,61.30908966064453
1610758627.819616,82,62.490909576416016
1610758851.6948352,83,61.79999923706055
1610759076.7382312,84,62.581817626953125
1610759302.2481437,85,63.9636344909668
1610759527.6895938,86,62.345455169677734
1610759753.230261,87,63.436363220214844
1610759978.4533422,88,62.98181915283203
1610760293.458557,89,60.29999923706055
1610760527.4450576,90,61.95000076293945
1610760720.2086196,91,62.21666717529297
1610760949.2284167,92,61.983333587646484
1610761182.1990852,93,60.400001525878906
1610761417.1244843,94,62.20000076293945
1610761651.2598922,95,57.43333435058594
1610761883.9966831,96,61.16666793823242
1610762217.1906128,97,61.10769271850586
1610762456.538398,98,62.21538543701172
1610762698.6508791,99,60.30769348144531
1610762939.2199643,100,61.43077087402344
1610763180.651562,101,61.599998474121094
1610763411.9968915,102,60.599998474121094
1610763652.846709,103,62.4923095703125
1610763892.624059,104,61.5076904296875
1610764240.263733,105,57.55714416503906
1610764457.8823888,106,60.400001525878906
1610764705.0667489,107,61.68571472167969
1610764950.0070093,108,60.11428451538086
1610765194.0515323,109,61.41428756713867
1610765441.3076425,110,59.78571319580078
1610765687.1180365,111,60.514286041259766
1610765935.4234731,112,60.628570556640625
1610766295.6455228,113,61.93333435058594
1610766533.681225,114,62.45333480834961
1610766790.3856926,115,63.37333297729492
1610767031.9820423,116,62.13333511352539
1610767288.6132681,117,62.21333312988281
1610767544.152756,118,62.36000061035156
1610767799.084936,119,61.86666488647461
1610768052.876011,120,62.720001220703125
1610768427.7242424,121,57.912498474121094
1610768692.5262034,122,56.95000076293945
1610768954.1757028,123,58.775001525878906
1610769210.0359125,124,57.712501525878906
1610769471.511728,125,59.98749923706055
1610769734.2898607,126,58.82500076293945
1610769996.0127485,127,59.962501525878906
1610770257.1389031,128,57.900001525878906
1610770631.8889227,129,58.21176528930664
1610770894.0824077,130,59.117645263671875
1610771164.8752177,131,56.023529052734375
1610771429.6134014,132,61.25882339477539
1610771696.4641638,133,59.811763763427734
1610771961.9628701,134,58.929412841796875
1610772223.1529894,135,60.0
1610772485.292047,136,62.63529586791992
1610772879.1887686,137,53.82222366333008
1610773160.4283757,138,56.06666564941406
1610773434.8848655,139,53.93333435058594
1610773710.151594,140,57.022220611572266
1610773978.8485026,141,57.377777099609375
1610774253.3024535,142,56.06666564941406
1610774527.3691773,143,56.155555725097656
1610774797.2277904,144,56.844444274902344
1610775171.735692,145,57.17894744873047
1610775445.2146077,146,59.0947380065918
1610775727.1797311,147,57.04210662841797
1610775970.4897377,148,56.66315841674805
1610776252.628001,149,59.98947525024414
1610776532.1239698,150,58.43157958984375
1610776774.8304124,151,58.3684196472168
1610777056.3294516,152,59.73684310913086
1610777481.0678577,153,56.40999984741211
1610777770.2846437,154,55.63999938964844
1610778060.0545456,155,55.36000061035156
1610778349.6572766,156,58.86000061035156
1610778636.648836,157,57.41999816894531
1610778923.7898486,158,55.619998931884766
1610779207.0398157,159,59.29999923706055
1610779495.8974118,160,58.79999923706055
