Wall time,Step,Value
1610883135.6286592,1,32.0
1610883232.2574797,2,39.0
1610883329.345082,3,42.0
1610883425.9740963,4,43.599998474121094
1610883522.97008,5,43.20000076293945
1610883619.9451969,6,43.20000076293945
1610883716.5195801,7,43.20000076293945
1610883812.8514478,8,44.20000076293945
1610884245.7415457,9,36.0
1610884685.8396614,10,36.79999923706055
1610885154.515185,11,34.099998474121094
1610885560.6092548,12,31.600000381469727
1610885973.5868988,13,34.099998474121094
1610886381.766416,14,34.70000076293945
1610886789.9698324,15,33.599998474121094
1610887196.4279737,16,35.20000076293945
1610887670.1093986,17,36.400001525878906
1610888117.3724582,18,33.400001525878906
1610888566.2916431,19,35.46666717529297
1610889011.0166142,20,32.20000076293945
1610889458.892613,21,32.20000076293945
1610889904.755127,22,31.133333206176758
1610890349.5642807,23,30.600000381469727
1610890797.0924547,24,32.599998474121094
1610891394.1911783,25,32.20000076293945
1610891956.752404,26,31.600000381469727
1610892513.39816,27,28.850000381469727
1610893076.0442896,28,28.700000762939453
1610893638.7383122,29,29.600000381469727
1610894201.0308623,30,30.950000762939453
1610894763.3756483,31,29.899999618530273
1610895325.730281,32,28.600000381469727
1610896092.1925879,33,36.84000015258789
1610896837.3475554,34,36.36000061035156
1610897561.8851452,35,35.400001525878906
1610898307.4565399,36,34.20000076293945
1610899033.6316023,37,33.84000015258789
1610899756.3676143,38,33.63999938964844
1610900473.0248365,39,34.400001525878906
1610901198.081012,40,33.79999923706055
1610901977.0276356,41,32.233333587646484
1610902708.7730868,42,31.299999237060547
1610903437.5796041,43,30.700000762939453
1610904167.5105925,44,30.46666717529297
1610904880.760872,45,31.66666603088379
1610905612.0885053,46,29.33333396911621
1610906342.1287792,47,30.566667556762695
1610907074.5764472,48,30.200000762939453
1610907875.2075593,49,32.20000076293945
1610908627.5886567,50,32.25714111328125
1610909366.507229,51,32.14285659790039
1610910105.2702684,52,30.428571701049805
1610910845.503635,53,30.399999618530273
1610911580.944754,54,31.571428298950195
1610912308.6803374,55,31.600000381469727
1610913045.9582138,56,31.371429443359375
1610913859.7828324,57,31.549999237060547
1610914608.1917474,58,31.825000762939453
1610915354.1158593,59,30.700000762939453
1610916118.763447,60,30.5
1610916870.0435429,61,30.524999618530273
1610917617.2135441,62,28.0
1610918366.2091076,63,29.100000381469727
1610919115.706534,64,30.049999237060547
1610919936.152138,65,30.488889694213867
1610920684.1778393,66,30.53333282470703
1610921442.4745712,67,29.66666603088379
1610922198.6911159,68,30.844444274902344
1610922954.5597396,69,29.66666603088379
1610923711.9968784,70,27.600000381469727
1610924471.4930682,71,26.733333587646484
1610925229.5219917,72,28.0
1610926070.6770754,73,29.260000228881836
1610926828.3200166,74,29.139999389648438
1610927589.4286268,75,29.81999969482422
1610928351.3948705,76,29.6200008392334
1610929114.985999,77,28.760000228881836
1610929877.6245646,78,29.440000534057617
1610930640.570452,79,27.639999389648438
1610931407.479963,80,26.799999237060547
1610932271.1316552,81,32.29090881347656
1610933050.6406739,82,30.545454025268555
1610933828.373759,83,31.254545211791992
1610934600.8987463,84,31.436363220214844
1610935353.4390025,85,30.96363639831543
1610936122.2697167,86,30.709091186523438
1610936888.3107693,87,30.0
1610937656.570189,88,28.763635635375977
1610938523.8324556,89,30.21666717529297
1610939299.565175,90,30.600000381469727
1610940074.2877061,91,29.549999237060547
1610940841.3665626,92,30.149999618530273
1610941620.6991708,93,28.316667556762695
1610942397.3147156,94,28.483333587646484
1610943173.692315,95,27.33333396911621
1610943950.7992735,96,28.33333396911621
1610944850.1508062,97,32.16923141479492
1610945632.0639532,98,31.676923751831055
1610946416.4580643,99,31.507692337036133
1610947200.879603,100,29.830768585205078
1610947983.9662974,101,30.769229888916016
1610948769.0000288,102,29.492307662963867
1610949551.4715126,103,29.600000381469727
1610950335.5510418,104,28.27692222595215
1610951235.390882,105,29.457143783569336
1610952027.322142,106,30.257143020629883
1610952816.0744748,107,27.071428298950195
1610953607.0661218,108,27.714284896850586
1610954384.3606741,109,28.828571319580078
1610955174.7357118,110,30.257143020629883
1610955963.457356,111,29.257143020629883
1610956754.9210691,112,29.928571701049805
1610957666.6765115,113,31.786666870117188
1610958464.5959737,114,29.959999084472656
